iter	RMSE
0	0.1035345392
1	0.1017961254
2	0.100159014
3	0.09861543159
4	0.09728425298
5	0.09607834
6	0.09475232912
7	0.09360445842
8	0.09234217909
9	0.0912924201
10	0.09020853759
11	0.08928387851
12	0.08837102002
13	0.08749535062
14	0.08672357537
15	0.0859171258
16	0.08508774801
17	0.0844183022
18	0.08371756408
19	0.08303181421
20	0.08244888003
21	0.08191683435
22	0.08135574476
23	0.08078814898
24	0.08027763646
25	0.07989075665
26	0.07944372803
27	0.078992034
28	0.07861538412
29	0.07826795204
30	0.07788967874
31	0.07750813175
32	0.0771407966
33	0.07681820041
34	0.07649022468
35	0.07618103332
36	0.07595081167
37	0.07568578425
38	0.07542540173
39	0.07511994383
40	0.07485469579
41	0.07460264903
42	0.07438168714
43	0.07408148776
44	0.07386241145
45	0.07364234809
46	0.07344365241
47	0.07323376524
48	0.07302152891
49	0.0727844862
50	0.07259305878
51	0.07245220326
52	0.07227646474
53	0.0721299807
54	0.07198281122
55	0.07184480122
56	0.07165881845
57	0.07152310894
58	0.07138400049
59	0.0712030809
60	0.07102569058
61	0.07081952065
62	0.07071028345
63	0.07055886646
64	0.07039067828
65	0.07024016922
66	0.07015947626
67	0.07003378792
68	0.06990125887
69	0.06975267407
70	0.06965276157
71	0.06959321998
72	0.0694876162
73	0.06937945202
74	0.06919866246
75	0.06909657781
76	0.06892419651
77	0.06884041583
78	0.06874829432
79	0.06860469748
80	0.06853834186
81	0.06839508754
82	0.06826669334
83	0.06811246388
84	0.06794031817
85	0.06782600857
86	0.06772406812
87	0.0676370212
88	0.06751089279
89	0.06741726694
90	0.06730760446
91	0.06723372399
92	0.06713491382
93	0.06707221483
94	0.06702621951
95	0.06690158788
96	0.06682243732
97	0.06667080599
98	0.06657654199
99	0.06646023215
100	0.06638814837
101	0.06629201374
102	0.06618479358
103	0.06611195889
104	0.06600089134
105	0.06591186507
106	0.065790111
107	0.0656995555
108	0.06554922944
109	0.06545912656
110	0.06537273494
111	0.06530486922
112	0.06517307463
113	0.06504887259
114	0.06498846627
115	0.06492705227
116	0.06480243409
117	0.06469932814
118	0.06456256579
119	0.06442723593
120	0.06428266185
121	0.06421316182
122	0.06412308434
123	0.06396140027
124	0.06383619452
125	0.0637519138
126	0.06365331767
127	0.06356604888
128	0.0634841704
129	0.0633848723
130	0.06329319514
131	0.06320082022
132	0.06309497951
133	0.06302698093
134	0.06296868678
135	0.06285214828
136	0.06277788178
137	0.06270546956
138	0.06264287114
139	0.06251945269
140	0.06239172466
141	0.0623102955
142	0.06223644942
143	0.06208662145
144	0.06199786205
145	0.06191976337
146	0.06181840335
147	0.06171135163
148	0.06161584811
149	0.06152327185
150	0.06145292823
151	0.06135550415
152	0.06126691887
153	0.06116071607
154	0.06107067703
155	0.06090178453
156	0.06078494843
157	0.06064712661
158	0.06055590495
159	0.06043866046
160	0.06035801726
161	0.0602548492
162	0.06014601624
163	0.06005517022
164	0.05991749397
165	0.05983125123
166	0.05973539279
167	0.05961287851
168	0.05955026828
169	0.05943924843
170	0.05933094314
171	0.05923351743
172	0.05918915714
173	0.05909770121
174	0.05899208438
175	0.05895356597
176	0.05883867008
177	0.05877238621
178	0.05863415853
179	0.05858101527
180	0.05850873095
181	0.05838744862
182	0.05826572988
183	0.05807624015
184	0.05798578517
185	0.05793622714
186	0.05777845438
187	0.05772371962
188	0.05764349287
189	0.05755876003
190	0.05740321704
191	0.05732014815
192	0.05719068507
193	0.05708552874
194	0.05696085236
195	0.05678857112
196	0.05670610293
197	0.05669024619
198	0.05657438965
199	0.05648846931
